Estado,Fecha,Año,Mes,Temperatura,Precipitacion,Humedad,PM25,PM10,O3,NO2,SO2,CO,Poblacion,Densidad_Poblacional,Poblacion_Vulnerable_Pct,Casos_Respiratorios
Aguascalientes,2024-11-01,2024,11,10.17,18.79,42.2,14.18,39.98,0.02183,0.02605,0.01184,0.599,1425607,253.76,11.5,5069
Baja California,2024-11-01,2024,11,16.71,35.57,46.34,17.51,31.81,0.02665,0.02947,0.01548,0.787,3769020,52.75,10.2,10491
Baja California Sur,2024-11-01,2024,11,19.09,3.56,33.51,7.36,23.0,0.02648,0.01236,0.00688,0.246,798447,10.8,9.8,1799
Campeche,2024-11-01,2024,11,23.82,47.97,44.08,12.98,16.81,0.02636,0.01928,0.01038,0.591,928363,16.03,12.0,1955
Chiapas,2024-11-01,2024,11,19.6,55.66,42.18,13.74,30.28,0.01732,0.02007,0.01133,0.601,5543828,75.64,14.5,14222
Chihuahua,2024-11-01,2024,11,9.86,3.5,22.29,11.91,22.59,0.02248,0.01845,0.0103,0.571,3741869,15.12,11.8,11657
Coahuila,2024-11-01,2024,11,14.18,46.56,17.73,17.45,33.04,0.02562,0.03159,0.01534,0.868,3146771,20.76,11.0,9010
Colima,2024-11-01,2024,11,21.79,30.2,43.33,15.53,18.89,0.0226,0.02354,0.01316,0.847,731391,130.03,12.5,1739
CDMX,2024-11-01,2024,11,9.52,27.25,35.67,30.36,59.11,0.01801,0.0504,0.02567,1.375,9209944,6160.5,14.2,41466
Durango,2024-11-01,2024,11,11.34,36.96,53.1,16.62,29.2,0.01802,0.02764,0.01303,0.668,1832650,14.86,12.0,5959
Guanajuato,2024-11-01,2024,11,12.41,31.58,44.69,22.94,44.59,0.02079,0.03895,0.02029,0.829,6166934,201.49,12.2,22115
Guerrero,2024-11-01,2024,11,24.81,32.67,53.5,11.31,10.96,0.02259,0.01961,0.01012,0.487,3540685,55.67,13.8,6910
Hidalgo,2024-11-01,2024,11,11.6,43.69,41.93,20.97,27.58,0.02407,0.03486,0.01709,0.863,3082841,148.12,13.0,10987
Jalisco,2024-11-01,2024,11,17.62,47.44,50.75,24.47,41.63,0.02652,0.04122,0.02048,1.005,8348151,106.23,12.4,27684
Edomex,2024-11-01,2024,11,8.25,18.13,49.64,24.55,52.23,0.01837,0.03877,0.02235,1.109,16992418,760.05,11.9,70177
Michoacán,2024-11-01,2024,11,18.62,41.13,46.32,22.43,40.99,0.02115,0.03444,0.01962,0.891,4748846,81.04,13.2,14135
Morelos,2024-11-01,2024,11,18.61,42.08,42.57,23.64,40.13,0.01872,0.03907,0.01917,1.22,1971520,404.08,13.5,5918
Nayarit,2024-11-01,2024,11,21.37,28.92,42.47,6.92,10.89,0.02598,0.01165,0.00507,0.228,1235456,44.42,12.8,2803
Nuevo León,2024-11-01,2024,11,16.87,31.64,39.73,27.7,52.7,0.02118,0.0466,0.0235,1.297,5784442,90.16,10.8,19257
Oaxaca,2024-11-01,2024,11,19.61,14.83,55.98,14.06,19.99,0.0186,0.02692,0.01279,0.592,4132148,44.07,14.8,10673
Puebla,2024-11-01,2024,11,9.94,9.59,40.15,24.54,50.47,0.01876,0.04033,0.01905,0.921,6583278,191.9,12.6,24956
Querétaro,2024-11-01,2024,11,11.09,26.25,35.66,18.05,34.82,0.01804,0.02751,0.01557,0.817,2368467,202.71,11.2,7907
Quintana Roo,2024-11-01,2024,11,23.07,17.89,53.86,11.12,15.66,0.01728,0.0182,0.00957,0.606,1857985,41.56,9.5,3785
San Luis Potosí,2024-11-01,2024,11,19.15,40.8,40.76,16.16,32.02,0.02399,0.02763,0.01355,0.605,2822255,46.16,12.5,7453
Sinaloa,2024-11-01,2024,11,24.12,25.82,46.01,10.16,26.04,0.02226,0.01676,0.00916,0.551,3026943,52.77,12.0,6032
Sonora,2024-11-01,2024,11,16.75,2.44,22.33,12.73,21.54,0.01786,0.01874,0.01227,0.591,2944840,16.42,11.2,7951
Tabasco,2024-11-01,2024,11,25.25,44.96,55.16,13.14,29.42,0.01868,0.01964,0.01265,0.686,2402598,97.15,12.5,5100
Tamaulipas,2024-11-01,2024,11,22.02,22.04,37.09,15.94,24.22,0.02298,0.02289,0.01195,0.824,3527735,44.0,11.5,8054
Tlaxcala,2024-11-01,2024,11,9.31,43.05,48.81,18.29,29.65,0.02547,0.02984,0.0156,0.928,1342977,336.5,12.2,4727
Veracruz,2024-11-01,2024,11,16.38,43.37,63.4,16.51,30.76,0.01914,0.02824,0.01472,0.765,8062579,112.26,13.5,26063
Yucatán,2024-11-01,2024,11,21.32,34.5,60.81,9.3,9.4,0.0207,0.01408,0.00808,0.368,2320898,58.72,12.5,4889
Zacatecas,2024-11-01,2024,11,8.78,31.78,43.79,15.59,34.29,0.02176,0.02671,0.01213,0.743,1622138,21.55,12.8,5741
Aguascalientes,2024-12-01,2024,12,7.28,4.21,32.42,22.9,48.77,0.02226,0.03902,0.02033,1.281,1425607,253.76,11.5,5478
Baja California,2024-12-01,2024,12,13.78,6.49,37.62,20.89,39.77,0.01672,0.03753,0.01929,1.005,3769020,52.75,10.2,12972
Baja California Sur,2024-12-01,2024,12,19.66,10.43,44.33,11.07,16.6,0.01557,0.02073,0.01164,0.529,798447,10.8,9.8,1687
Campeche,2024-12-01,2024,12,20.67,46.05,32.66,13.09,32.61,0.02494,0.0233,0.01312,0.722,928363,16.03,12.0,2328
Chiapas,2024-12-01,2024,12,19.53,30.24,29.6,13.04,22.49,0.01723,0.02344,0.01189,0.725,5543828,75.64,14.5,15367
Chihuahua,2024-12-01,2024,12,6.68,4.35,15.0,12.96,21.28,0.01954,0.01942,0.01123,0.557,3741869,15.12,11.8,13155
Coahuila,2024-12-01,2024,12,9.04,17.69,19.22,22.05,47.75,0.01578,0.03943,0.02027,1.198,3146771,20.76,11.0,11522
Colima,2024-12-01,2024,12,,,39.33,,,0.01841,0.02089,0.01252,0.53,731391,130.03,12.5,1888
CDMX,2024-12-01,2024,12,7.71,33.05,37.91,36.79,69.09,0.01649,0.06661,0.03166,1.847,9209944,6160.5,14.2,44116
Durango,2024-12-01,2024,12,6.9,12.32,36.18,15.39,19.64,0.02083,0.02981,0.01506,0.757,1832650,14.86,12.0,6411
Guanajuato,2024-12-01,2024,12,9.23,23.34,29.62,26.34,42.38,0.0153,0.04551,0.02479,1.304,6166934,201.49,12.2,25048
Guerrero,2024-12-01,2024,12,21.03,35.89,47.24,16.61,32.86,0.01595,0.02821,0.01502,1.006,3540685,55.67,13.8,9157
Hidalgo,2024-12-01,2024,12,6.0,28.84,36.45,20.31,37.6,0.02191,0.03863,0.01796,1.027,3082841,148.12,13.0,12344
Jalisco,2024-12-01,2024,12,16.89,41.79,36.44,26.12,41.87,0.02292,0.04116,0.02359,1.189,8348151,106.23,12.4,27686
Edomex,2024-12-01,2024,12,5.69,35.31,39.33,33.17,61.91,0.01787,0.06069,0.03059,1.561,16992418,760.05,11.9,77801
Michoacán,2024-12-01,2024,12,14.65,27.08,32.66,17.68,26.69,0.01536,0.03341,0.01503,0.878,4748846,81.04,13.2,14744
Morelos,2024-12-01,2024,12,15.27,17.0,34.06,22.23,45.64,0.02286,0.03602,0.01985,1.172,1971520,404.08,13.5,6798
Nayarit,2024-12-01,2024,12,19.43,22.05,32.98,16.2,34.08,0.01653,0.02703,0.01314,0.779,1235456,44.42,12.8,3225
Nuevo León,2024-12-01,2024,12,15.71,36.41,41.71,23.96,41.42,0.01912,0.04247,0.02269,1.261,5784442,90.16,10.8,20306
Oaxaca,2024-12-01,2024,12,17.2,24.16,38.86,14.59,25.39,0.02182,0.0254,0.01261,0.717,4132148,44.07,14.8,12572
Puebla,2024-12-01,2024,12,6.66,37.64,38.53,22.13,38.51,0.0226,0.03509,0.01948,1.084,6583278,191.9,12.6,26030
Querétaro,2024-12-01,2024,12,7.19,31.56,44.85,24.94,51.11,0.02293,0.04161,0.02353,1.164,2368467,202.71,11.2,9496
Quintana Roo,2024-12-01,2024,12,22.45,12.85,56.46,12.76,28.22,0.01979,0.02238,0.01093,0.572,1857985,41.56,9.5,4081
San Luis Potosí,2024-12-01,2024,12,16.04,31.66,37.6,24.17,55.53,0.01544,0.04123,0.0213,1.161,2822255,46.16,12.5,9187
Sinaloa,2024-12-01,2024,12,17.55,30.83,38.17,15.95,28.87,0.02244,0.029,0.01341,0.668,3026943,52.77,12.0,8002
Sonora,2024-12-01,2024,12,8.82,1.72,27.07,13.48,29.17,0.02488,0.0218,0.01086,0.618,2944840,16.42,11.2,10152
Tabasco,2024-12-01,2024,12,,,45.44,,,0.01877,0.03034,0.01411,0.722,2402598,97.15,12.5,5831
Tamaulipas,2024-12-01,2024,12,17.22,41.44,37.71,16.61,26.95,0.02389,0.02915,0.01339,0.866,3527735,44.0,11.5,10211
Tlaxcala,2024-12-01,2024,12,4.91,37.57,36.77,26.86,49.58,0.01873,0.04812,0.02338,1.475,1342977,336.5,12.2,5635
Veracruz,2024-12-01,2024,12,18.43,34.73,54.83,16.05,25.78,0.02411,0.02997,0.01338,0.836,8062579,112.26,13.5,22269
Yucatán,2024-12-01,2024,12,20.27,11.61,55.19,18.25,26.68,0.01826,0.02968,0.01615,0.925,2320898,58.72,12.5,5967
Zacatecas,2024-12-01,2024,12,6.22,28.99,38.58,14.84,31.42,0.01508,0.02903,0.01399,0.943,1622138,21.55,12.8,5939
Aguascalientes,2025-01-01,2025,1,5.45,29.58,32.8,19.19,26.54,0.02193,0.03948,0.01632,0.94,1425607,253.76,11.5,5795
Baja California,2025-01-01,2025,1,12.75,12.18,40.68,26.44,38.96,0.02373,0.04943,0.02364,1.435,3769020,52.75,10.2,12587
Baja California Sur,2025-01-01,2025,1,16.63,6.59,30.36,12.04,15.08,0.02528,0.02125,0.00946,0.627,798447,10.8,9.8,2060
Campeche,2025-01-01,2025,1,21.45,16.15,37.73,16.03,25.04,0.02454,0.02851,0.01368,0.95,928363,16.03,12.0,2200
Chiapas,2025-01-01,2025,1,19.4,47.86,34.32,18.61,39.11,0.02093,0.03373,0.01566,0.828,5543828,75.64,14.5,15490
Chihuahua,2025-01-01,2025,1,2.55,8.27,24.63,12.69,21.27,0.02162,0.0219,0.00989,0.574,3741869,15.12,11.8,13847
Coahuila,2025-01-01,2025,1,5.22,6.19,22.56,17.35,32.5,0.02307,0.02589,0.01822,0.921,3146771,20.76,11.0,11675
Colima,2025-01-01,2025,1,17.18,26.86,27.53,14.71,26.66,0.01826,0.02798,0.01183,0.916,731391,130.03,12.5,2115
CDMX,2025-01-01,2025,1,4.99,18.07,37.23,36.84,63.93,0.01939,0.06354,0.03224,1.898,9209944,6160.5,14.2,46275
Durango,2025-01-01,2025,1,6.31,12.79,29.95,15.7,30.93,0.02366,0.03045,0.01327,0.833,1832650,14.86,12.0,6733
Guanajuato,2025-01-01,2025,1,7.74,37.77,38.37,22.95,44.44,0.02311,0.04184,0.01963,1.082,6166934,201.49,12.2,24300
Guerrero,2025-01-01,2025,1,21.02,30.68,36.25,13.78,26.3,0.02602,0.02548,0.01265,0.726,3540685,55.67,13.8,9243
Hidalgo,2025-01-01,2025,1,5.38,21.57,34.73,17.71,39.2,0.02337,0.03351,0.01702,0.73,3082841,148.12,13.0,12377
Jalisco,2025-01-01,2025,1,15.66,3.28,36.26,27.16,51.81,0.02653,0.0467,0.02627,1.362,8348151,106.23,12.4,29412
Edomex,2025-01-01,2025,1,2.22,14.94,23.62,30.23,53.38,0.01899,0.05659,0.02599,1.52,16992418,760.05,11.9,78309
Michoacán,2025-01-01,2025,1,15.11,27.45,31.42,20.87,38.87,0.01986,0.03758,0.01839,0.939,4748846,81.04,13.2,15497
Morelos,2025-01-01,2025,1,15.89,27.51,41.67,17.55,30.32,0.0229,0.02989,0.01686,1.037,1971520,404.08,13.5,6228
Nayarit,2025-01-01,2025,1,18.98,16.94,29.18,13.65,26.07,0.01766,0.02625,0.01336,0.714,1235456,44.42,12.8,3365
Nuevo León,2025-01-01,2025,1,18.22,15.94,36.34,28.26,44.99,0.02644,0.05152,0.02338,1.46,5784442,90.16,10.8,18963
Oaxaca,2025-01-01,2025,1,14.66,19.82,35.08,12.57,16.61,0.02588,0.02627,0.01149,0.707,4132148,44.07,14.8,11797
Puebla,2025-01-01,2025,1,5.04,9.47,31.34,25.32,42.0,0.01915,0.0473,0.02268,1.234,6583278,191.9,12.6,28082
Querétaro,2025-01-01,2025,1,4.7,16.73,41.62,23.34,40.98,0.02443,0.04186,0.01943,1.327,2368467,202.71,11.2,9444
Quintana Roo,2025-01-01,2025,1,19.02,29.42,49.47,15.63,21.6,0.02085,0.0302,0.01499,1.001,1857985,41.56,9.5,4673
San Luis Potosí,2025-01-01,2025,1,13.78,10.28,34.48,18.5,40.37,0.01794,0.03441,0.01724,0.802,2822255,46.16,12.5,9141
Sinaloa,2025-01-01,2025,1,18.33,38.41,29.09,18.22,26.25,0.02663,0.03104,0.01805,1.03,3026943,52.77,12.0,8599
Sonora,2025-01-01,2025,1,9.71,5.9,16.22,23.05,41.63,0.0231,0.04267,0.0208,1.268,2944840,16.42,11.2,10954
Tabasco,2025-01-01,2025,1,22.56,45.36,48.82,14.78,19.34,0.02505,0.02791,0.01439,0.843,2402598,97.15,12.5,5879
Tamaulipas,2025-01-01,2025,1,17.03,42.75,42.49,19.96,43.19,0.02635,0.03812,0.02015,0.921,3527735,44.0,11.5,10435
Tlaxcala,2025-01-01,2025,1,6.72,12.78,37.13,23.37,46.01,0.02227,0.04073,0.02047,1.18,1342977,336.5,12.2,5603
Veracruz,2025-01-01,2025,1,18.47,31.38,58.1,14.59,26.79,0.01982,0.02919,0.01296,0.621,8062579,112.26,13.5,22138
Yucatán,2025-01-01,2025,1,20.51,19.93,46.77,13.8,20.89,0.01909,0.02095,0.01224,0.77,2320898,58.72,12.5,5717
Zacatecas,2025-01-01,2025,1,3.31,15.67,28.15,16.37,25.23,0.02617,0.03376,0.0136,0.712,1622138,21.55,12.8,6645
Aguascalientes,2025-02-01,2025,2,6.39,18.12,41.09,21.85,38.46,0.02598,0.036,0.01957,1.177,1425607,253.76,11.5,5507
Baja California,2025-02-01,2025,2,14.73,16.4,45.56,24.61,49.87,0.0294,0.04356,0.02163,1.14,3769020,52.75,10.2,12134
Baja California Sur,2025-02-01,2025,2,16.85,9.89,37.24,13.31,21.74,0.0298,0.02379,0.01276,0.576,798447,10.8,9.8,2145
Campeche,2025-02-01,2025,2,20.36,44.11,43.88,12.5,17.98,0.02749,0.02346,0.01167,0.584,928363,16.03,12.0,2150
Chiapas,2025-02-01,2025,2,,,28.05,,,0.02678,0.03962,0.01978,0.991,5543828,75.64,14.5,15572
Chihuahua,2025-02-01,2025,2,3.57,5.52,15.45,11.89,19.35,0.027,0.01885,0.01012,0.635,3741869,15.12,11.8,13438
Coahuila,2025-02-01,2025,2,9.73,6.48,18.36,24.24,46.61,0.02654,0.04392,0.02208,1.213,3146771,20.76,11.0,11587
Colima,2025-02-01,2025,2,20.89,15.72,28.51,12.98,21.09,0.0257,0.02351,0.01137,0.793,731391,130.03,12.5,1990
CDMX,2025-02-01,2025,2,4.29,21.07,38.42,31.54,55.03,0.02847,0.05583,0.02717,1.604,9209944,6160.5,14.2,43430
Durango,2025-02-01,2025,2,7.3,35.6,33.27,18.16,33.24,0.03052,0.0336,0.01439,1.087,1832650,14.86,12.0,6519
Guanajuato,2025-02-01,2025,2,10.16,32.43,41.41,27.01,42.94,0.02799,0.04793,0.02337,1.31,6166934,201.49,12.2,22805
Guerrero,2025-02-01,2025,2,21.22,11.35,36.3,17.12,31.33,0.02576,0.03147,0.01302,0.933,3540685,55.67,13.8,9263
Hidalgo,2025-02-01,2025,2,6.19,24.34,25.86,21.01,45.04,0.02489,0.03767,0.01949,1.028,3082841,148.12,13.0,12546
Jalisco,2025-02-01,2025,2,14.83,32.12,40.67,23.78,40.36,0.02731,0.04505,0.0226,1.153,8348151,106.23,12.4,26982
Edomex,2025-02-01,2025,2,5.01,16.25,35.27,28.99,58.9,0.03239,0.0521,0.02531,1.393,16992418,760.05,11.9,77301
Michoacán,2025-02-01,2025,2,16.86,3.26,38.11,20.54,34.82,0.03144,0.03634,0.01698,1.149,4748846,81.04,13.2,15253
Morelos,2025-02-01,2025,2,15.81,17.5,37.06,18.14,35.92,0.0306,0.03549,0.01584,1.04,1971520,404.08,13.5,6227
Nayarit,2025-02-01,2025,2,18.11,6.62,36.51,12.76,30.52,0.03163,0.0183,0.01165,0.555,1235456,44.42,12.8,3330
Nuevo León,2025-02-01,2025,2,18.67,35.0,46.54,27.34,44.61,0.02347,0.0469,0.02204,1.387,5784442,90.16,10.8,18148
Oaxaca,2025-02-01,2025,2,16.0,8.78,43.12,13.73,20.39,0.02833,0.02597,0.01153,0.791,4132148,44.07,14.8,12590
Puebla,2025-02-01,2025,2,,,33.62,,,0.03115,0.03711,0.01879,1.205,6583278,191.9,12.6,25705
Querétaro,2025-02-01,2025,2,9.13,39.65,40.87,21.27,31.3,0.03244,0.03894,0.01885,0.984,2368467,202.71,11.2,8853
Quintana Roo,2025-02-01,2025,2,21.9,39.78,55.74,13.89,24.57,0.02713,0.02354,0.01169,0.76,1857985,41.56,9.5,4149
San Luis Potosí,2025-02-01,2025,2,18.45,39.9,40.51,23.05,41.72,0.02574,0.04235,0.02129,1.117,2822255,46.16,12.5,8212
Sinaloa,2025-02-01,2025,2,18.57,26.39,36.27,16.87,31.11,0.02795,0.03039,0.01468,0.815,3026943,52.77,12.0,8645
Sonora,2025-02-01,2025,2,13.0,7.6,26.61,18.71,36.99,0.02275,0.03459,0.01622,0.869,2944840,16.42,11.2,9451
Tabasco,2025-02-01,2025,2,22.31,11.51,45.41,8.67,11.56,0.03065,0.01591,0.00684,0.597,2402598,97.15,12.5,4802
Tamaulipas,2025-02-01,2025,2,18.87,29.96,31.29,21.98,47.91,0.02262,0.03907,0.01904,1.181,3527735,44.0,11.5,10524
Tlaxcala,2025-02-01,2025,2,5.35,25.18,35.77,22.95,36.53,0.0306,0.03874,0.02076,1.123,1342977,336.5,12.2,5649
Veracruz,2025-02-01,2025,2,17.36,15.87,54.45,17.85,37.64,0.02509,0.03215,0.01594,0.927,8062579,112.26,13.5,23912
Yucatán,2025-02-01,2025,2,22.16,31.93,57.64,11.1,15.38,0.03094,0.01894,0.01018,0.408,2320898,58.72,12.5,4960
Zacatecas,2025-02-01,2025,2,2.69,18.13,28.7,13.11,24.22,0.03222,0.02375,0.01221,0.631,1622138,21.55,12.8,6196
Aguascalientes,2025-03-01,2025,3,12.78,24.92,45.01,21.83,40.51,0.03181,0.03612,0.01909,1.03,1425607,253.76,11.5,4975
Baja California,2025-03-01,2025,3,16.84,30.71,56.63,18.17,35.05,0.03865,0.03013,0.0158,0.918,3769020,52.75,10.2,11164
Baja California Sur,2025-03-01,2025,3,18.6,8.65,53.92,8.9,16.3,0.03796,0.01745,0.00778,0.423,798447,10.8,9.8,1738
Campeche,2025-03-01,2025,3,24.29,26.77,42.53,11.77,20.47,0.03858,0.02031,0.00835,0.521,928363,16.03,12.0,2000
Chiapas,2025-03-01,2025,3,20.01,30.64,45.86,13.89,19.83,0.0359,0.02444,0.01119,0.586,5543828,75.64,14.5,13934
Chihuahua,2025-03-01,2025,3,10.9,8.46,24.04,11.66,15.9,0.03485,0.01826,0.01069,0.386,3741869,15.12,11.8,11087
Coahuila,2025-03-01,2025,3,13.99,12.67,21.37,18.47,33.16,0.03101,0.0297,0.01546,0.914,3146771,20.76,11.0,10186
Colima,2025-03-01,2025,3,22.19,43.81,54.44,13.96,12.26,0.03695,0.02029,0.01182,0.581,731391,130.03,12.5,1692
CDMX,2025-03-01,2025,3,12.58,12.24,38.89,31.46,58.0,0.03338,0.05255,0.0262,1.382,9209944,6160.5,14.2,38759
Durango,2025-03-01,2025,3,13.55,30.48,40.49,16.61,39.82,0.03798,0.02975,0.01294,0.697,1832650,14.86,12.0,5981
Guanajuato,2025-03-01,2025,3,13.86,8.54,44.26,21.61,31.37,0.03402,0.03331,0.01865,0.975,6166934,201.49,12.2,20323
Guerrero,2025-03-01,2025,3,26.97,31.56,50.19,9.46,18.55,0.03765,0.01383,0.00891,0.229,3540685,55.67,13.8,6992
Hidalgo,2025-03-01,2025,3,8.19,47.27,45.49,21.26,30.95,0.03888,0.03696,0.01983,0.964,3082841,148.12,13.0,12649
Jalisco,2025-03-01,2025,3,18.06,41.45,49.75,23.7,39.56,0.03417,0.04119,0.02138,1.096,8348151,106.23,12.4,24957
Edomex,2025-03-01,2025,3,9.55,37.02,36.51,27.44,45.19,0.03618,0.04555,0.02299,1.128,16992418,760.05,11.9,68442
Michoacán,2025-03-01,2025,3,18.12,22.51,40.16,22.36,46.96,0.03142,0.03798,0.01891,0.972,4748846,81.04,13.2,15237
Morelos,2025-03-01,2025,3,18.27,32.29,39.05,17.53,34.36,0.0348,0.02743,0.01674,0.655,1971520,404.08,13.5,5897
Nayarit,2025-03-01,2025,3,21.78,28.81,46.6,13.39,16.54,0.03255,0.02079,0.01038,0.699,1235456,44.42,12.8,2865
Nuevo León,2025-03-01,2025,3,19.57,21.11,47.53,26.02,57.27,0.03905,0.04218,0.02071,1.258,5784442,90.16,10.8,17563
Oaxaca,2025-03-01,2025,3,19.62,35.43,54.64,17.25,34.17,0.03239,0.02617,0.01426,0.968,4132148,44.07,14.8,11454
Puebla,2025-03-01,2025,3,12.83,19.85,50.08,18.05,39.71,0.03944,0.03196,0.01351,0.867,6583278,191.9,12.6,22791
Querétaro,2025-03-01,2025,3,10.61,24.7,40.57,21.83,32.72,0.03933,0.03635,0.01729,1.116,2368467,202.71,11.2,8527
Quintana Roo,2025-03-01,2025,3,23.84,8.5,64.7,11.3,15.82,0.03124,0.01949,0.00894,0.585,1857985,41.56,9.5,3772
San Luis Potosí,2025-03-01,2025,3,17.88,40.82,44.34,19.91,38.94,0.0399,0.03298,0.01784,0.982,2822255,46.16,12.5,7957
Sinaloa,2025-03-01,2025,3,19.81,38.34,50.91,15.31,26.65,0.03032,0.02755,0.01286,0.708,3026943,52.77,12.0,7616
Sonora,2025-03-01,2025,3,15.94,3.72,27.93,14.32,16.15,0.03589,0.02227,0.01274,0.654,2944840,16.42,11.2,7688
Tabasco,2025-03-01,2025,3,24.58,43.03,55.73,11.54,21.01,0.03965,0.01848,0.0098,0.621,2402598,97.15,12.5,5205
Tamaulipas,2025-03-01,2025,3,23.05,21.34,50.68,17.1,31.48,0.03362,0.02657,0.01566,0.689,3527735,44.0,11.5,8253
Tlaxcala,2025-03-01,2025,3,8.83,18.83,48.72,20.24,36.29,0.03369,0.03557,0.01655,0.824,1342977,336.5,12.2,4991
Veracruz,2025-03-01,2025,3,22.06,21.73,56.71,11.65,14.88,0.03245,0.01662,0.01074,0.546,8062579,112.26,13.5,20868
Yucatán,2025-03-01,2025,3,22.35,14.32,55.71,11.42,17.73,0.03673,0.01961,0.00848,0.7,2320898,58.72,12.5,5244
Zacatecas,2025-03-01,2025,3,8.48,13.26,50.71,11.48,20.6,0.03522,0.01292,0.00876,0.475,1622138,21.55,12.8,5259
Aguascalientes,2025-04-01,2025,4,19.19,37.96,51.11,10.52,22.83,0.04407,0.01109,0.00965,0.335,1425607,253.76,11.5,3935
Baja California,2025-04-01,2025,4,20.88,51.63,58.95,14.6,26.57,0.04316,0.02308,0.00957,0.716,3769020,52.75,10.2,9727
Baja California Sur,2025-04-01,2025,4,23.94,8.59,60.8,10.73,13.49,0.04158,0.01513,0.00893,0.455,798447,10.8,9.8,1409
Campeche,2025-04-01,2025,4,24.41,96.33,55.03,10.61,14.78,0.04614,0.01743,0.00893,0.393,928363,16.03,12.0,1749
Chiapas,2025-04-01,2025,4,24.82,107.13,55.42,12.0,23.06,0.04648,0.01741,0.00937,0.388,5543828,75.64,14.5,13188
Chihuahua,2025-04-01,2025,4,18.37,10.83,28.93,6.66,15.13,0.04534,0.01071,0.0034,0.147,3741869,15.12,11.8,9004
Coahuila,2025-04-01,2025,4,20.66,53.06,30.8,9.51,18.95,0.04444,0.01779,0.00604,0.35,3146771,20.76,11.0,7132
Colima,2025-04-01,2025,4,27.81,36.39,59.56,7.73,7.89,0.0457,0.01203,0.00481,0.366,731391,130.03,12.5,1395
CDMX,2025-04-01,2025,4,14.71,62.92,60.16,26.68,53.18,0.03817,0.04014,0.02119,1.084,9209944,6160.5,14.2,36666
Durango,2025-04-01,2025,4,18.79,58.48,49.09,12.44,23.14,0.04117,0.01965,0.0091,0.46,1832650,14.86,12.0,4784
Guanajuato,2025-04-01,2025,4,18.91,61.77,59.88,18.71,30.86,0.04427,0.03202,0.01487,0.766,6166934,201.49,12.2,18039
Guerrero,2025-04-01,2025,4,26.73,51.13,57.71,10.8,16.95,0.04048,0.01767,0.00844,0.502,3540685,55.67,13.8,7030
Hidalgo,2025-04-01,2025,4,18.13,50.87,53.8,13.74,15.37,0.04174,0.01885,0.00999,0.495,3082841,148.12,13.0,8062
Jalisco,2025-04-01,2025,4,19.11,58.49,62.71,15.89,27.91,0.04142,0.02207,0.01342,0.591,8348151,106.23,12.4,22018
Edomex,2025-04-01,2025,4,15.54,68.3,60.75,22.53,38.05,0.04272,0.03156,0.01807,0.877,16992418,760.05,11.9,56716
Michoacán,2025-04-01,2025,4,19.82,50.1,47.97,14.62,36.35,0.04701,0.02202,0.01163,0.473,4748846,81.04,13.2,12379
Morelos,2025-04-01,2025,4,21.96,58.65,55.94,17.32,35.19,0.04071,0.02751,0.01455,0.918,1971520,404.08,13.5,5787
Nayarit,2025-04-01,2025,4,25.63,43.49,57.83,12.34,24.79,0.03984,0.0168,0.01047,0.509,1235456,44.42,12.8,2471
Nuevo León,2025-04-01,2025,4,22.03,64.44,61.53,22.96,43.61,0.03926,0.03234,0.01757,0.851,5784442,90.16,10.8,16155
Oaxaca,2025-04-01,2025,4,22.19,58.24,54.33,7.91,10.61,0.0376,0.01022,0.00486,0.33,4132148,44.07,14.8,8787
Puebla,2025-04-01,2025,4,16.91,58.16,54.36,19.39,37.49,0.04236,0.02506,0.01739,0.845,6583278,191.9,12.6,20697
Querétaro,2025-04-01,2025,4,17.93,61.87,52.81,14.18,28.74,0.04515,0.01942,0.01154,0.644,2368467,202.71,11.2,6638
Quintana Roo,2025-04-01,2025,4,28.58,31.16,70.17,3.7,6.62,0.04397,0.00331,0.00264,0.464,1857985,41.56,9.5,2860
San Luis Potosí,2025-04-01,2025,4,20.85,52.68,58.09,13.95,28.78,0.04424,0.01939,0.01232,0.559,2822255,46.16,12.5,6803
Sinaloa,2025-04-01,2025,4,22.91,68.94,50.95,15.41,27.77,0.03945,0.02224,0.01355,0.872,3026943,52.77,12.0,7085
Sonora,2025-04-01,2025,4,23.08,8.28,36.99,8.87,17.83,0.04568,0.01594,0.0073,0.316,2944840,16.42,11.2,6729
Tabasco,2025-04-01,2025,4,26.86,88.24,71.27,6.96,17.83,0.04318,0.00784,0.00739,0.153,2402598,97.15,12.5,4093
Tamaulipas,2025-04-01,2025,4,22.02,33.88,63.7,13.22,26.8,0.04093,0.01691,0.0103,0.485,3527735,44.0,11.5,8161
Tlaxcala,2025-04-01,2025,4,17.73,55.16,49.0,19.99,30.05,0.03918,0.02918,0.01637,0.789,1342977,336.5,12.2,3796
Veracruz,2025-04-01,2025,4,24.57,84.08,80.35,14.71,25.77,0.04622,0.02507,0.01366,0.571,8062579,112.26,13.5,18559
Yucatán,2025-04-01,2025,4,26.1,59.25,61.63,6.55,11.22,0.04189,0.01081,0.00457,0.255,2320898,58.72,12.5,3902
Zacatecas,2025-04-01,2025,4,14.76,33.04,58.69,9.6,17.73,0.04338,0.01283,0.00884,0.462,1622138,21.55,12.8,4535
Aguascalientes,2025-05-01,2025,5,24.67,58.78,64.96,13.75,31.31,0.05171,0.01804,0.00997,0.552,1425607,253.76,11.5,3266
